job_title,experience_level,salary_in_usd,remote_ratio,company_size,cluster,cluster_label,pca_x,pca_y
DATA SCIENTIST,SE,165000,100,M,0,Entry-Level Analysts,-0.8943,1.2103
DATA SCIENTIST,SE,144000,100,M,0,Entry-Level Analysts,-0.8245,1.3109
BI DEVELOPER,EN,160000,0,M,3,Business Intelligence,0.2327,-0.2955
BI DEVELOPER,EN,100000,0,M,3,Business Intelligence,0.4322,-0.008
DATA ENGINEER,EX,200000,0,M,1,Senior ML Engineers,0.972,-0.2794
DATA ANALYST,MI,150000,0,M,1,Senior ML Engineers,2.2489,-0.6157
DATA MANAGER,SE,199000,0,M,3,Business Intelligence,-1.3285,-1.1935
DATA MANAGER,SE,112000,0,M,3,Business Intelligence,-1.0392,-0.7766
BIG DATA ENGINEER,EN,130000,100,S,1,Senior ML Engineers,2.5543,0.4355
DATA ENGINEER,EN,160000,0,M,1,Senior ML Engineers,1.1853,0.2339
DATA ENGINEER,EN,135000,0,M,1,Senior ML Engineers,1.2684,0.3537
DATA SCIENTIST,SE,183000,0,M,0,Entry-Level Analysts,-1.0326,0.8121
DATA SCIENTIST,SE,134000,0,M,0,Entry-Level Analysts,-0.8696,1.0469
APPLIED SCIENTIST,SE,262500,0,L,3,Business Intelligence,-1.5397,-1.4977
DATA ANALYST,SE,122000,0,M,1,Senior ML Engineers,2.2618,-0.8033
DATA ANALYST,SE,94000,0,M,1,Senior ML Engineers,2.3549,-0.6691
MACHINE LEARNING ENGINEER,SE,276000,0,M,3,Business Intelligence,-2.3014,-0.2706
MACHINE LEARNING ENGINEER,SE,184000,0,M,3,Business Intelligence,-1.9955,0.1702
MACHINE LEARNING ENGINEER,MI,180000,100,M,3,Business Intelligence,-1.8236,0.823
MACHINE LEARNING ENGINEER,MI,150000,100,M,3,Business Intelligence,-1.7238,0.9667
DATA SCIENTIST,SE,209450,100,M,0,Entry-Level Analysts,-1.0421,0.9973
DATA SCIENTIST,SE,158677,100,M,0,Entry-Level Analysts,-0.8733,1.2406
DATA ANALYST,MI,103200,0,M,1,Senior ML Engineers,2.4045,-0.3915
DATA ANALYST,MI,61200,0,M,1,Senior ML Engineers,2.5442,-0.1903
DATA SCIENTIST,MI,155000,100,L,0,Entry-Level Analysts,-0.7808,1.5799
MARKETING DATA ENGINEER,EN,66970,50,L,1,Senior ML Engineers,1.5338,0.8356
DATA SCIENTIST,SE,63312,50,L,0,Entry-Level Analysts,-0.5954,1.5415
DATA SCIENTIST,SE,240000,100,M,0,Entry-Level Analysts,-1.1437,0.851
DATA SCIENTIST,SE,139000,100,M,0,Entry-Level Analysts,-0.8079,1.3349
DATA ARCHITECT,SE,174500,0,M,3,Business Intelligence,-1.2471,-1.0761
DATA ARCHITECT,SE,113000,0,M,3,Business Intelligence,-1.0425,-0.7814
DATA ANALYST,SE,87000,100,M,1,Senior ML Engineers,2.4566,-0.3237
DATA ANALYST,SE,160000,100,M,1,Senior ML Engineers,2.2138,-0.6734
DATA ANALYST,SE,108000,100,M,1,Senior ML Engineers,2.3868,-0.4243
DATA ENGINEER,SE,107250,100,M,1,Senior ML Engineers,1.1984,-0.1666
DATA ENGINEER,SE,300000,0,M,1,Senior ML Engineers,0.4791,-1.402
DATA ENGINEER,SE,119000,0,M,1,Senior ML Engineers,1.0809,-0.5348
DATA SCIENTIST,SE,285800,100,M,0,Entry-Level Analysts,-1.296,0.6315
DATA SCIENTIST,SE,154600,100,M,0,Entry-Level Analysts,-0.8597,1.2601
HEAD OF DATA SCIENCE,MI,60795,50,L,3,Business Intelligence,-0.7495,-0.0536
DATA ANALYST,EN,30000,100,S,1,Senior ML Engineers,2.8868,0.9146
DATA SCIENCE MANAGER,MI,220000,0,M,3,Business Intelligence,-1.3181,-0.9723
DATA SCIENCE MANAGER,MI,195000,0,M,3,Business Intelligence,-1.235,-0.8526
DATA MANAGER,SE,168400,0,M,3,Business Intelligence,-1.2268,-1.0469
ANALYTICS ENGINEER,SE,200000,100,M,2,Cloud & Data Platform,-2.147,-2.6871
ANALYTICS ENGINEER,SE,175000,100,M,2,Cloud & Data Platform,-2.0638,-2.5673
ANALYTICS ENGINEER,SE,231250,100,M,2,Cloud & Data Platform,-2.2509,-2.8368
ANALYTICS ENGINEER,SE,138750,100,M,2,Cloud & Data Platform,-1.9433,-2.3936
DATA ENGINEER,SE,153000,100,M,1,Senior ML Engineers,1.0463,-0.3858
DATA ENGINEER,SE,94000,100,M,1,Senior ML Engineers,1.2425,-0.1031
DATA ENGINEER,SE,90000,100,M,1,Senior ML Engineers,1.2558,-0.084
DATA SCIENTIST,EN,124234,0,M,0,Entry-Level Analysts,-0.5965,2.0589
DATA SCIENTIST,EN,74540,0,M,0,Entry-Level Analysts,-0.4312,2.297
DATA ANALYST,MI,109000,0,M,1,Senior ML Engineers,2.3853,-0.4193
DATA ANALYST,MI,79000,0,M,1,Senior ML Engineers,2.485,-0.2755
MACHINE LEARNING ENGINEER,SE,84053,50,L,3,Business Intelligence,-1.6239,0.805
MACHINE LEARNING ENGINEER,MI,50000,0,S,3,Business Intelligence,-1.4697,1.1339
DATA ANALYST,SE,125600,100,M,1,Senior ML Engineers,2.3282,-0.5086
DATA ANALYST,SE,141290,0,M,1,Senior ML Engineers,2.1977,-0.8957
DATA ANALYST,SE,74178,0,M,1,Senior ML Engineers,2.4208,-0.5742
DATA ENGINEER,SE,85000,100,M,1,Senior ML Engineers,1.2724,-0.06
DATA ENGINEER,SE,220000,0,M,1,Senior ML Engineers,0.7451,-1.0187
DATA ENGINEER,SE,205600,100,M,1,Senior ML Engineers,0.8714,-0.6378
DATA ENGINEER,SE,107500,100,M,1,Senior ML Engineers,1.1976,-0.1678
DATA SCIENTIST,EN,12888,50,S,0,Entry-Level Analysts,-0.187,2.7483
DATA ANALYST,MI,52500,0,M,1,Senior ML Engineers,2.5731,-0.1486
DATA SCIENTIST,SE,84000,100,M,0,Entry-Level Analysts,-0.625,1.5984
BI ANALYST,SE,125000,0,M,1,Senior ML Engineers,2.2518,-0.8177
BI ANALYST,SE,110000,0,M,1,Senior ML Engineers,2.3017,-0.7458
ML ENGINEER,SE,200000,0,M,0,Entry-Level Analysts,-1.0891,0.7307
ML ENGINEER,SE,135000,0,M,0,Entry-Level Analysts,-0.8729,1.0421
BUSINESS DATA ANALYST,EN,48000,50,L,1,Senior ML Engineers,2.7878,0.6724
AI DEVELOPER,EN,120000,50,S,3,Business Intelligence,-1.5028,1.598
DATA ENGINEER,SE,170000,100,M,1,Senior ML Engineers,0.9897,-0.4673
DATA ENGINEER,MI,150000,0,M,1,Senior ML Engineers,1.0581,-0.3616
COMPUTER VISION ENGINEER,SE,200000,100,S,3,Business Intelligence,-1.2535,-0.8863
APPLIED DATA SCIENTIST,MI,80000,100,S,0,Entry-Level Analysts,-0.5314,1.9393
BUSINESS DATA ANALYST,EN,12877,50,L,1,Senior ML Engineers,2.9045,0.8407
DATA ANALYTICS LEAD,MI,17509,50,M,2,Cloud & Data Platform,-1.4991,-1.647
DATA SCIENTIST,SE,257000,0,M,0,Entry-Level Analysts,-1.2786,0.4576
DATA SCIENTIST,SE,77262,0,M,0,Entry-Level Analysts,-0.6809,1.3187
DATA SCIENTIST,SE,38631,0,M,0,Entry-Level Analysts,-0.5525,1.5038
BI DEVELOPER,SE,140000,100,M,3,Business Intelligence,0.1369,-0.853
BI DEVELOPER,SE,110000,100,M,3,Business Intelligence,0.2367,-0.7092
RESEARCH SCIENTIST,SE,151800,0,M,2,Cloud & Data Platform,-2.0651,-2.7681
DATA SCIENTIST,MI,53654,50,L,0,Entry-Level Analysts,-0.483,1.9095
DATA ANALYST,SE,51508,0,M,1,Senior ML Engineers,2.4962,-0.4655
DATA ANALYST,SE,40777,0,M,1,Senior ML Engineers,2.5319,-0.4141
DATA ENGINEER,MI,95000,100,M,1,Senior ML Engineers,1.3194,0.2138
DATA SCIENTIST,SE,130000,100,M,0,Entry-Level Analysts,-0.7779,1.378
DATA ANALYST,MI,120000,100,M,1,Senior ML Engineers,2.4271,-0.1601
DATA ANALYST,MI,100000,100,M,1,Senior ML Engineers,2.4936,-0.0642
DATA SCIENTIST,MI,183310,0,M,0,Entry-Level Analysts,-0.9534,1.1324
DATA ANALYST,SE,102500,100,M,1,Senior ML Engineers,2.405,-0.3979
DATA SCIENTIST,SE,185000,0,M,0,Entry-Level Analysts,-1.0392,0.8026
DATA SCIENCE CONSULTANT,SE,122000,0,M,3,Business Intelligence,-1.0725,-0.8245
DATA SCIENCE CONSULTANT,SE,94000,0,M,3,Business Intelligence,-0.9794,-0.6904
DATA SCIENTIST,SE,220000,0,M,0,Entry-Level Analysts,-1.1556,0.6349
DATA SCIENTIST,SE,146000,0,M,0,Entry-Level Analysts,-0.9095,0.9894
DATA SCIENTIST,MI,24740,50,L,0,Entry-Level Analysts,-0.3869,2.0481
COMPUTER VISION ENGINEER,MI,15897,100,M,3,Business Intelligence,-0.561,0.3174
DATA SCIENCE CONSULTANT,SE,145000,0,M,3,Business Intelligence,-1.149,-0.9347
DATA SCIENCE CONSULTANT,SE,128000,0,M,3,Business Intelligence,-1.0924,-0.8533
DATA SCIENTIST,SE,182000,0,M,0,Entry-Level Analysts,-1.0292,0.8169
DATA ENGINEER,SE,122000,0,M,1,Senior ML Engineers,1.071,-0.5492
DATA ENGINEER,SE,94000,0,M,1,Senior ML Engineers,1.1641,-0.415
MACHINE LEARNING ENGINEER,SE,77262,0,M,3,Business Intelligence,-1.6405,0.6816
MACHINE LEARNING ENGINEER,SE,38631,0,M,3,Business Intelligence,-1.5121,0.8667
DATA SCIENTIST,EX,300000,0,M,0,Entry-Level Analysts,-1.2612,0.8951
DATA ANALYST,MI,135000,0,M,1,Senior ML Engineers,2.2988,-0.5438
DATA ANALYST,MI,105500,0,M,1,Senior ML Engineers,2.3969,-0.4025
DATA SCIENTIST,MI,110000,100,L,0,Entry-Level Analysts,-0.6312,1.7955
DATA SCIENTIST,SE,168000,100,M,0,Entry-Level Analysts,-0.9043,1.1959
DATA ANALYST,MI,78990,0,M,1,Senior ML Engineers,2.4851,-0.2755
DATA ANALYST,MI,43809,0,M,1,Senior ML Engineers,2.602,-0.1069
DATA SCIENTIST,SE,153400,0,M,0,Entry-Level Analysts,-0.9341,0.954
DATA SCIENTIST,SE,122700,0,M,0,Entry-Level Analysts,-0.832,1.101
DATA SCIENTIST,SE,205000,100,M,0,Entry-Level Analysts,-1.0273,1.0187
MACHINE LEARNING ENGINEER,MI,145000,0,M,3,Business Intelligence,-1.7856,0.6788
MACHINE LEARNING ENGINEER,MI,87000,0,M,3,Business Intelligence,-1.5927,0.9566
DATA SCIENTIST,EN,50000,100,M,0,Entry-Level Analysts,-0.2712,2.7265
ML ENGINEER,SE,234100,100,M,0,Entry-Level Analysts,-1.1241,0.8792
ML ENGINEER,SE,203500,100,M,0,Entry-Level Analysts,-1.0223,1.0258
DATA SCIENTIST,SE,223800,0,M,0,Entry-Level Analysts,-1.1682,0.6167
DATA SCIENTIST,SE,172100,0,M,0,Entry-Level Analysts,-0.9963,0.8644
DATA ENGINEER,SE,232200,100,M,1,Senior ML Engineers,0.7829,-0.7653
DATA ENGINEER,SE,167200,100,M,1,Senior ML Engineers,0.9991,-0.4538
BI DEVELOPER,SE,197000,0,M,3,Business Intelligence,-0.131,-1.438
BI DEVELOPER,SE,106000,0,M,3,Business Intelligence,0.1716,-1.002
RESEARCH SCIENTIST,SE,180000,0,M,2,Cloud & Data Platform,-2.1588,-2.9032
RESEARCH SCIENTIST,SE,145000,0,M,2,Cloud & Data Platform,-2.0425,-2.7355
DATA LEAD,SE,225000,0,M,3,Business Intelligence,-1.415,-1.318
DATA LEAD,SE,200000,0,M,3,Business Intelligence,-1.3318,-1.1982
DATA ENGINEER,SE,114000,100,M,1,Senior ML Engineers,1.176,-0.199
DATA ENGINEER,SE,291500,0,M,1,Senior ML Engineers,0.5073,-1.3613
DATA ENGINEER,EX,196200,0,M,1,Senior ML Engineers,0.9847,-0.2612
DATA ENGINEER,EX,150900,0,M,1,Senior ML Engineers,1.1353,-0.0442
DATA SCIENTIST,SE,168400,0,M,0,Entry-Level Analysts,-0.984,0.8821
DATA SCIENTIST,SE,105200,0,M,0,Entry-Level Analysts,-0.7738,1.1849
DATA ENGINEER,MI,95000,100,M,1,Senior ML Engineers,1.3194,0.2138
DATA ENGINEER,MI,80000,100,M,1,Senior ML Engineers,1.3692,0.2857
DATA ANALYST,MI,116000,0,M,1,Senior ML Engineers,2.362,-0.4528
DATA ANALYST,MI,72000,0,M,1,Senior ML Engineers,2.5083,-0.242
ANALYTICS ENGINEER,SE,207000,0,M,2,Cloud & Data Platform,-2.2486,-3.0325
ANALYTICS ENGINEER,SE,167000,0,M,2,Cloud & Data Platform,-2.1156,-2.8409
MACHINE LEARNING ENGINEER,SE,145000,0,M,3,Business Intelligence,-1.8658,0.357
MACHINE LEARNING ENGINEER,SE,135000,0,M,3,Business Intelligence,-1.8325,0.4049
DATA ENGINEER,MI,105000,0,M,1,Senior ML Engineers,1.2077,-0.146
DATA ENGINEER,MI,70000,0,M,1,Senior ML Engineers,1.3241,0.0217
DATA ENGINEER,SE,133800,100,M,1,Senior ML Engineers,1.1101,-0.2938
DATA ENGINEER,SE,96100,100,M,1,Senior ML Engineers,1.2355,-0.1132
DATA ANALYST,MI,120000,0,M,1,Senior ML Engineers,2.3487,-0.472
DATA SCIENCE ENGINEER,SE,140000,0,M,3,Business Intelligence,-1.1323,-0.9108
DATA SCIENCE ENGINEER,SE,100000,0,M,3,Business Intelligence,-0.9993,-0.7191
RESEARCH SCIENTIST,SE,120000,0,M,2,Cloud & Data Platform,-1.9593,-2.6157
CLOUD DATABASE ENGINEER,SE,140000,100,M,4,Research & NLP,-1.192,-1.7929
CLOUD DATABASE ENGINEER,SE,115000,100,M,4,Research & NLP,-1.1089,-1.6731
DATA SCIENCE MANAGER,SE,297300,100,M,3,Business Intelligence,-1.577,-1.3525
DATA SCIENCE MANAGER,SE,198200,100,M,3,Business Intelligence,-1.2475,-0.8777
MACHINE LEARNING ENGINEER,MI,219000,50,L,3,Business Intelligence,-1.9924,0.4802
APPLIED SCIENTIST,SE,230000,100,M,3,Business Intelligence,-1.3532,-1.0301
APPLIED SCIENTIST,SE,196000,100,M,3,Business Intelligence,-1.2402,-0.8672
DATA ENGINEER,SE,110000,0,M,1,Senior ML Engineers,1.1109,-0.4917
APPLIED SCIENTIST,SE,126100,0,L,3,Business Intelligence,-1.0861,-0.8442
APPLIED SCIENTIST,SE,72000,0,L,3,Business Intelligence,-0.9062,-0.585
MACHINE LEARNING ENGINEER,MI,175000,100,M,3,Business Intelligence,-1.8069,0.8469
MACHINE LEARNING ENGINEER,MI,140000,100,M,3,Business Intelligence,-1.6905,1.0146
DATA ANALYST,SE,240500,0,M,1,Senior ML Engineers,1.8678,-1.371
DATA ANALYST,SE,137500,0,M,1,Senior ML Engineers,2.2103,-0.8775
DATA SCIENTIST,MI,187500,0,M,0,Entry-Level Analysts,-0.9673,1.1123
DATA SCIENTIST,MI,165000,0,M,0,Entry-Level Analysts,-0.8925,1.2201
MACHINE LEARNING RESEARCH ENGINEER,MI,72914,0,L,2,Cloud & Data Platform,-2.4394,-0.7766
DATA ANALYST,EN,25216,100,L,1,Senior ML Engineers,2.9027,0.9375
RESEARCH SCIENTIST,SE,165750,0,M,2,Cloud & Data Platform,-2.1115,-2.8349
MACHINE LEARNING SCIENTIST,SE,225000,100,M,3,Business Intelligence,-2.0534,0.2857
MACHINE LEARNING SCIENTIST,SE,165750,100,M,3,Business Intelligence,-1.8564,0.5695
MACHINE LEARNING ENGINEER,MI,109006,0,M,3,Business Intelligence,-1.6659,0.8512
MACHINE LEARNING ENGINEER,MI,67141,0,M,3,Business Intelligence,-1.5267,1.0518
DATA SCIENTIST,SE,115000,100,M,0,Entry-Level Analysts,-0.728,1.4498
NLP ENGINEER,SE,275000,0,M,3,Business Intelligence,-2.3729,-3.3899
NLP ENGINEER,SE,175000,0,M,3,Business Intelligence,-2.0403,-2.9108
DATA ENGINEER,SE,175308,0,M,1,Senior ML Engineers,0.8937,-0.8046
DATA ENGINEER,SE,100706,0,M,1,Senior ML Engineers,1.1418,-0.4472
NLP ENGINEER,SE,235000,0,M,3,Business Intelligence,-2.2399,-3.1983
NLP ENGINEER,SE,135000,0,M,3,Business Intelligence,-1.9073,-2.7192
DATA ENGINEER,SE,310000,0,M,1,Senior ML Engineers,0.4458,-1.4499
DATA ENGINEER,SE,229000,0,M,1,Senior ML Engineers,0.7152,-1.0618
ML ENGINEER,SE,289076,0,M,0,Entry-Level Analysts,-1.3853,0.3039
ML ENGINEER,SE,202353,0,M,0,Entry-Level Analysts,-1.0969,0.7194
DATA ENGINEER,SE,69751,0,M,1,Senior ML Engineers,1.2447,-0.2989
DATA ENGINEER,SE,37558,0,M,1,Senior ML Engineers,1.3518,-0.1446
RESEARCH ENGINEER,MI,120000,100,M,2,Cloud & Data Platform,-1.8007,-1.9821
RESEARCH ENGINEER,MI,100000,100,M,2,Cloud & Data Platform,-1.7342,-1.8863
DATA SCIENTIST,SE,54094,100,L,0,Entry-Level Analysts,-0.5255,1.7417
BUSINESS DATA ANALYST,MI,18314,50,L,1,Senior ML Engineers,2.726,0.1712
DATA ENGINEER,SE,231250,100,M,1,Senior ML Engineers,0.7861,-0.7607
DATA ENGINEER,SE,138750,100,M,1,Senior ML Engineers,1.0937,-0.3175
DATA ENGINEER,SE,199000,0,M,1,Senior ML Engineers,0.8149,-0.9181
DATA ENGINEER,SE,162000,0,M,1,Senior ML Engineers,0.938,-0.7408
DATA SCIENTIST,EN,100000,100,M,0,Entry-Level Analysts,-0.4375,2.4869
DEEP LEARNING ENGINEER,EN,150000,0,M,3,Business Intelligence,-0.9249,0.0065
DEEP LEARNING ENGINEER,EN,120000,0,M,3,Business Intelligence,-0.8251,0.1502
RESEARCH ENGINEER,SE,150000,0,M,2,Cloud & Data Platform,-2.0591,-2.7595
RESEARCH ENGINEER,SE,100000,0,M,2,Cloud & Data Platform,-1.8928,-2.5199
DATA ANALYTICS MANAGER,SE,133000,0,L,2,Cloud & Data Platform,-2.0026,-2.678
DATA SCIENTIST,SE,272550,0,M,0,Entry-Level Analysts,-1.3303,0.3831
DATA SCIENTIST,SE,198200,0,M,0,Entry-Level Analysts,-1.0831,0.7393
DATA SCIENTIST,MI,105000,0,M,0,Entry-Level Analysts,-0.693,1.5076
DATA ENGINEER,SE,187500,100,M,1,Senior ML Engineers,0.9316,-0.5511
DATA ANALYST,SE,155000,100,M,1,Senior ML Engineers,2.2305,-0.6495
DATA ANALYST,SE,64000,100,M,1,Senior ML Engineers,2.5331,-0.2135
COMPUTER VISION ENGINEER,SE,235000,0,M,3,Business Intelligence,-1.4482,-1.3659
COMPUTER VISION ENGINEER,SE,185000,0,M,3,Business Intelligence,-1.282,-1.1264
DATA SCIENTIST,SE,143100,0,M,0,Entry-Level Analysts,-0.8999,1.0033
DATA SCIENTIST,SE,113000,0,M,0,Entry-Level Analysts,-0.7998,1.1475
APPLIED SCIENTIST,SE,142000,100,M,3,Business Intelligence,-1.0606,-0.6085
DATA SCIENTIST,SE,180560,0,M,0,Entry-Level Analysts,-1.0244,0.8238
DATA SCIENTIST,SE,115440,0,M,0,Entry-Level Analysts,-0.8079,1.1358
RESEARCH SCIENTIST,SE,248100,0,M,2,Cloud & Data Platform,-2.3853,-3.2295
RESEARCH SCIENTIST,SE,145900,0,M,2,Cloud & Data Platform,-2.0454,-2.7398
DATA SCIENTIST,SE,120000,0,M,0,Entry-Level Analysts,-0.8231,1.114
DATA SCIENTIST,SE,110000,0,M,0,Entry-Level Analysts,-0.7898,1.1619
MACHINE LEARNING ENGINEER,MI,75344,100,M,3,Business Intelligence,-1.4755,1.3244
MACHINE LEARNING ENGINEER,MI,63192,100,M,3,Business Intelligence,-1.4351,1.3826
DATA ENGINEER,SE,161800,0,M,1,Senior ML Engineers,0.9386,-0.7399
DATA ENGINEER,SE,141600,0,M,1,Senior ML Engineers,1.0058,-0.6431
MACHINE LEARNING ENGINEER,MI,58331,100,M,3,Business Intelligence,-1.419,1.4059
MACHINE LEARNING ENGINEER,MI,46178,100,M,3,Business Intelligence,-1.3786,1.4641
DATA ENGINEER,SE,128000,100,M,1,Senior ML Engineers,1.1294,-0.266
DATA ARCHITECT,SE,110000,100,M,3,Business Intelligence,-0.9542,-0.4551
DATA ENGINEER,SE,236000,100,M,1,Senior ML Engineers,0.7703,-0.7835
DATA ENGINEER,SE,182000,100,M,1,Senior ML Engineers,0.9498,-0.5247
DATA ANALYST,MI,14307,100,L,1,Senior ML Engineers,2.7785,0.3463
DATA SCIENTIST,EN,130000,0,M,0,Entry-Level Analysts,-0.6156,2.0313
MACHINE LEARNING ENGINEER,SE,261500,0,L,3,Business Intelligence,-2.2532,-0.2011
MACHINE LEARNING ENGINEER,SE,134500,0,L,3,Business Intelligence,-1.8309,0.4073
DATA SCIENTIST,MI,13989,100,L,0,Entry-Level Analysts,-0.3119,2.2555
DATA SCIENTIST,MI,130000,0,M,0,Entry-Level Analysts,-0.7761,1.3878
DATA SCIENTIST,MI,90000,0,M,0,Entry-Level Analysts,-0.6431,1.5794
MANAGER DATA MANAGEMENT,SE,125000,100,L,3,Business Intelligence,-1.0041,-0.527
DATA ENGINEER,SE,175000,0,M,1,Senior ML Engineers,0.8947,-0.8031
DATA ENGINEER,SE,155000,0,M,1,Senior ML Engineers,0.9612,-0.7073
DATA ENGINEER,SE,153600,0,M,1,Senior ML Engineers,0.9659,-0.7006
DATA ENGINEER,SE,106800,0,M,1,Senior ML Engineers,1.1215,-0.4764
DATA SCIENTIST,SE,150000,0,M,0,Entry-Level Analysts,-0.9228,0.9703
DATA SCIENTIST,SE,140000,0,M,0,Entry-Level Analysts,-0.8896,1.0182
DATA SCIENCE CONSULTANT,SE,122000,0,M,3,Business Intelligence,-1.0725,-0.8245
DATA SCIENCE CONSULTANT,SE,94500,0,M,3,Business Intelligence,-0.981,-0.6928
DATA ENGINEER,SE,170000,0,M,1,Senior ML Engineers,0.9114,-0.7792
DATA ENGINEER,SE,130000,0,M,1,Senior ML Engineers,1.0444,-0.5875
DATA SCIENCE CONSULTANT,SE,145000,0,M,3,Business Intelligence,-1.149,-0.9347
DATA SCIENCE CONSULTANT,SE,128000,0,M,3,Business Intelligence,-1.0924,-0.8533
DATA ENGINEER,SE,145000,0,M,1,Senior ML Engineers,0.9945,-0.6594
DATA ENGINEER,SE,100000,0,M,1,Senior ML Engineers,1.1441,-0.4438
DATA ENGINEER,SE,120000,0,M,1,Senior ML Engineers,1.0776,-0.5396
DATA ENGINEER,SE,115000,0,M,1,Senior ML Engineers,1.0942,-0.5157
APPLIED MACHINE LEARNING SCIENTIST,SE,150000,100,M,3,Business Intelligence,-1.804,0.645
DATA ANALYST,MI,150000,0,M,1,Senior ML Engineers,2.2489,-0.6157
DATA ANALYST,MI,100000,0,M,1,Senior ML Engineers,2.4152,-0.3761
DATA SCIENTIST,MI,150000,100,M,0,Entry-Level Analysts,-0.7642,1.6039
DATA SCIENTIST,MI,127500,100,M,0,Entry-Level Analysts,-0.6894,1.7117
DATA SCIENTIST,SE,126500,100,M,0,Entry-Level Analysts,-0.7663,1.3948
DATA SCIENTIST,SE,51000,100,M,0,Entry-Level Analysts,-0.5152,1.7565
DATA ENGINEER,MI,260000,0,M,1,Senior ML Engineers,0.6923,-0.8886
DATA ENGINEER,MI,175000,0,M,1,Senior ML Engineers,0.975,-0.4814
APPLIED DATA SCIENTIST,EN,40000,100,M,0,Entry-Level Analysts,-0.238,2.7744
AI PROGRAMMER,EN,40000,100,M,3,Business Intelligence,-1.1976,2.1372
DATA ENGINEER,SE,250000,100,M,1,Senior ML Engineers,0.7237,-0.8505
DATA ENGINEER,SE,63000,100,M,1,Senior ML Engineers,1.3456,0.0454
MACHINE LEARNING ENGINEER,SE,210000,100,M,3,Business Intelligence,-2.0035,0.3575
MACHINE LEARNING ENGINEER,SE,160000,100,M,3,Business Intelligence,-1.8373,0.5971
DATA SCIENTIST,SE,272550,100,M,0,Entry-Level Analysts,-1.2519,0.695
DATA SCIENTIST,SE,198200,100,M,0,Entry-Level Analysts,-1.0047,1.0512
DATA SCIENTIST,MI,94560,100,M,0,Entry-Level Analysts,-0.5799,1.8695
DATA SCIENTIST,MI,52533,100,M,0,Entry-Level Analysts,-0.4401,2.0709
DATA SCIENTIST,SE,220000,0,M,0,Entry-Level Analysts,-1.1556,0.6349
DATA SCIENTIST,SE,146000,0,M,0,Entry-Level Analysts,-0.9095,0.9894
MACHINE LEARNING SOFTWARE ENGINEER,SE,248400,100,M,3,Business Intelligence,-2.1312,0.1736
MACHINE LEARNING SOFTWARE ENGINEER,SE,183600,100,M,3,Business Intelligence,-1.9158,0.484
DATA ENGINEER,MI,150000,100,M,1,Senior ML Engineers,1.1365,-0.0497
MACHINE LEARNING DEVELOPER,EN,40000,100,M,3,Business Intelligence,-1.1976,2.1372
LEAD DATA SCIENTIST,SE,56723,0,L,0,Entry-Level Analysts,-0.6126,1.4171
DATA ENGINEER,MI,120000,0,M,1,Senior ML Engineers,1.1578,-0.2179
DATA ENGINEER,MI,95000,0,M,1,Senior ML Engineers,1.241,-0.0981
DATA ENGINEER,EN,160000,0,M,1,Senior ML Engineers,1.1853,0.2339
DATA ENGINEER,EN,135000,0,M,1,Senior ML Engineers,1.2684,0.3537
DATA SCIENCE CONSULTANT,EN,24165,50,M,3,Business Intelligence,-0.4673,0.7653
DATA ENGINEER,SE,216000,100,M,1,Senior ML Engineers,0.8368,-0.6876
DATA ENGINEER,SE,144000,100,M,1,Senior ML Engineers,1.0762,-0.3427
DATA ENGINEER,EN,85000,0,M,1,Senior ML Engineers,1.4347,0.5933
DATA ENGINEER,EN,65000,0,M,1,Senior ML Engineers,1.5012,0.6891
DATA ANALYST,SE,149000,100,M,1,Senior ML Engineers,2.2504,-0.6207
DATA ANALYST,SE,119000,100,M,1,Senior ML Engineers,2.3502,-0.477
DATA SCIENTIST,SE,120000,0,M,0,Entry-Level Analysts,-0.8231,1.114
DATA SCIENTIST,MI,150000,0,M,0,Entry-Level Analysts,-0.8426,1.292
DATA SCIENTIST,MI,110000,0,M,0,Entry-Level Analysts,-0.7096,1.4836
MACHINE LEARNING ENGINEER,SE,246000,100,M,3,Business Intelligence,-2.1232,0.1851
MACHINE LEARNING ENGINEER,SE,201000,100,M,3,Business Intelligence,-1.9736,0.4007
DATA SCIENTIST,SE,190000,0,M,0,Entry-Level Analysts,-1.0558,0.7786
DATA SCIENTIST,SE,155000,0,M,0,Entry-Level Analysts,-0.9394,0.9463
ML ENGINEER,SE,235000,100,M,0,Entry-Level Analysts,-1.1271,0.8749
ML ENGINEER,SE,185000,100,M,0,Entry-Level Analysts,-0.9608,1.1145
CLOUD DATABASE ENGINEER,SE,190000,100,M,4,Research & NLP,-1.3583,-2.0324
CLOUD DATABASE ENGINEER,SE,160000,100,M,4,Research & NLP,-1.2585,-1.8887
PRODUCT DATA ANALYST,EN,100000,100,M,1,Senior ML Engineers,2.654,0.5792
DATA ENGINEER,MI,130000,0,M,1,Senior ML Engineers,1.1246,-0.2658
DATA ENGINEER,MI,115000,0,M,1,Senior ML Engineers,1.1745,-0.1939
DATA SCIENTIST,MI,92350,0,M,0,Entry-Level Analysts,-0.6509,1.5682
DATA SCIENTIST,MI,67723,0,M,0,Entry-Level Analysts,-0.569,1.6862
DATA ENGINEER,MI,105000,0,M,1,Senior ML Engineers,1.2077,-0.146
DATA ENGINEER,MI,70000,0,M,1,Senior ML Engineers,1.3241,0.0217
MACHINE LEARNING ENGINEER,SE,204500,0,M,3,Business Intelligence,-2.0636,0.072
